,tweet_id,text,location,raw_prediction,WER,prediction
44002,ID_797801305867567104,RT @craigcook3: Two metre waves have been recorded at Kaikoura 170km north of Christchurch from a tsunami caused by the South Island earthq,Kaikoura,Kai ##ko ##ura Christchurch,1.0,Christchurch Kaikoura
44003,ID_797801452341116928,"RT @nzsecretsanta: If you hear the sirens warning of a tsunami, get to higher ground. If youre inside during an earthquake, drop, cover, h",,,1.0, 
44004,ID_797801489318019072,"Severe 7.5 earthquake hits Hanmer Springs, felt widely across New Zealand as tsunami warning issued",New Zealand,Han ##mer Springs New Zealand,1.0,Hanmer New Zealand Springs
44006,ID_797801541843369984,RT @mattedwords: BREAKING: Half of New Zealand has been flattened- but no reports of damage in Emmerdale @TVONENZ @Breakfaston1 #eqnz,New Zealand,New Zealand,0.0,New Zealand
44007,ID_797801546071183360,"RT @kridjiti: If you have space in the car please help out anyone who is alone, elderly or unable to get a ride. #eqnz",,,1.0, 
44008,ID_797801588739829760,"RT @TheREALTMGIJane: Lyall Bay, Wellington, New Zealand - Live Stream  #eqnz #NewZealand #tsunami #warning",Lyall Bay New Zealand NewZealand Wellington,L ##yal ##l Bay Wellington New Zealand New ##Z ##eal ##and,0.3333333333333333,Bay Lyall New Zealand NewZealand Wellington
44009,ID_797801648361877504,"3am, havent slept and all I can hear is the tsunami warning alarm #eqnz #Wellington",Wellington,Wellington,0.0,Wellington
44010,ID_797801648777084928,RT @avmontague: Were all ok - weve evacuated to a neighbours house up the hill after the tsunami siren went off in Eastbourne #eqnz,Eastbourne,East ##bourne,0.0,Eastbourne
44011,ID_797801747016130560,RT @PetoneBeach: Significant damage in Wellington CBD. Central streets being evacuated #eqnz Recommend you listen to @radionz,Wellington,Wellington,0.0,Wellington
44015,ID_797802078324146176,@priyankachopra #earthquakeNZ Hit by 7.5 mag earthquake &over 20 aftershocks ranging 5.0 &over.Tsunami warning issued.God bless Newzealand,Newzealand,New ##ze ##alan ##d,0.0,Newzealand
44016,ID_797802081868345344,"@ajdupontz28 @AnKarpo @Debs__22 the Bay near our home is drained of water - people moving to higher ground,fuck that were outta here #eqnz",,,1.0, 
44021,ID_797803341937975296,"Gridlock traffic leading to the top of Mount Vic, Wellington due to tsunami warning #eqnz",Mount Vic Wellington,Mount Vic Wellington,0.0,Mount Vic Wellington
44023,ID_797803382211629056,RT @Iikeanangel: watch the 5.9 earthquake in chile get more coverage and interest than the 7.9 quake in nz lmao #eqnz,chile,ch n ##z,2.0,ch nz
44024,ID_797803383373504512,RT @rameshlaus: #NewZealand s entire east coast is under Tsunami threat.. A powerful 7.8 -magnitude quake rocks,NewZealand,New ##Z ##eal ##and,0.0,NewZealand
44025,ID_797803491259465728,The tsunami may arrive in the Eastern Coast of the North Island shortly. Move inland or to higher ground immediately. #eqnz,North Island,North Island,1.0,Island North
44026,ID_797803577519415296,The tsunami warning is for the East Coast of both North Island & South Island in New Zealand. Chatham Islands also,Chatham Islands New Zealand,New Zealand Chatham Islands,0.0,Chatham Islands New Zealand
44028,ID_797803791257137152,"Earthquake 5.2 Mag 23.6 miles SSE of Blenheim,New Zealand Gap 63.00, Sig 416.00, RMS 1.05, Depth 10.0miles ALERT GREEN #BREAKING #NewZealand",Blenheim New Zealand NewZealand,B ##len ##heim New Zealand New ##Z ##eal ##and,0.0,Blenheim New Zealand NewZealand
44037,ID_797804509191749632,The Dunedin Civil Defence Emergency Management (CDEM) has declared a state of emergency in response to the tsunami warning. 1/2 #eqnz,Dunedin,Dunedin,0.0,Dunedin
44041,ID_797805279869964288,"RT @gamerswift13: State of Emergency declared for Dunedin. Tsunami warning, land threat. Beach and marine threat for the remainder of New Z",Dunedin New Z,Dunedin New Z,0.3333333333333333,Dunedin New Zimba
44042,ID_797805304142364672,"Im so thankful that there was no damage to our house, or anything inside of it. If only it was like this for everyone else ὡ3ὢA #eqnz",,,1.0, 
44044,ID_797805486976270336,RT @B_K_G_88: #Christchurch #NewZealand residents warned to flee coast immediately over #Tsunami warning ὢ2Ὁ4἟3἟F #StaySafeNZ,Christchurch NewZealand,Christchurch New ##Z ##eal ##and,0.0,Christchurch NewZealand
44046,ID_797806028553388032,Please inform your neighbors about tsunami warning #eqnz,,,1.0, 
44049,ID_797806340072558592,"NEWS ALERT: A 7.5 magnitude earthquake has struck near Hamner Springs Newzealand, north of Christchurch, New",Newzealand,Ham New ##ze ##alan ##d Christchurch,2.0,Christchurch Ham Newzealand
44050,ID_797806385702453248,"RT @keahicory: - what we know -More than 20 aftershocks have struck up and down the country, as far north as Pukekohe, south of Auckland. #",Auckland Pukekohe,P ##uke ##ko ##he Auckland,0.0,Auckland Pukekohe
44052,ID_797806501771362304,The Clutha District Civil Defence has been activated and staff are evacuating low-lying areas. Welfare centers are being set up. #eqnz,Clutha District,C ##lut ##ha,0.5,Clutha
44053,ID_797806505844178944,NEW: #Tsunami confirmed along #NewZealand coast. This chart shows ~4-5 ft. of water on top of normal tide. Aftershocks reported #eqnz,NewZealand,New ##Z ##eal ##and,0.0,NewZealand
44054,ID_797806526102523904,RT @E2NZ: Wellington civil defence say number of multi-storey buildings have received damage internally & structurally,Wellington,Wellington,0.0,Wellington
44055,ID_797806607895642112,RT @RachelNBanfield: Northlanders: Civil Defence Northland hve turned off tsunami sirens.Beach & marine threat only. Safe 2 return home if,Northland,North ##land,0.0,Northland
44056,ID_797807532118982656,RT @AlexBaird: Wellingtonians taking to the citys highest point in case of tsunami. #eqnz #mountvic,,,1.0, 
44060,ID_797808131581485056,RT @DailyMirror: Shocking photos shows cracks in roads after #eqnz,,,1.0, 
44062,ID_797808376289718272,RT @Peaceful_intent: #EQNZ #Sumner Sirens were activated for evacuation,,,1.0, 
44064,ID_797808473723568128,RT @globalnewsto: UPDATED: Emergency services in New Zealand warned people to move to higher ground to avoid tsunami waves.,New Zealand,New Zealand,0.0,New Zealand
44065,ID_797808624588308480,State of Emergency declared in Dunedin area:  #eqnz,Dunedin,Dunedin,0.0,Dunedin
44067,ID_797808883695845376,New Zealand earthquake today: Two-metre high tsunami recorded off South Island  #worldnews #news #breakingnews,New Zealand,New Zealand,0.0,New Zealand
44069,ID_797808939316355072,RT @monsteryjosh: Wellington friends: please note Wellington City DOES NOT have a tsunami siren system in place so dont sit around and wai,Wellington,Wellington Wellington,0.0,Wellington
44070,ID_797808963370651648,A few days ago I dreamt about being swept away by a tsunami ὣ1 There is now tsunami warnings for NZ #staysafe ὤF #eqnz,NZ,NZ,0.0,NZ
44072,ID_797809886809747456,RT @TIME: Powerful earthquake near New Zealand triggers tsunami,New Zealand,New Zealand,0.0,New Zealand
44075,ID_797810157245730816,Cant get to sleep with that tsunami warning thing making so much bloody noise. #eqnz,,,1.0, 
44077,ID_797810357444153344,If the #tsunami warning siren sounds for EXACTLY 5 mins = All clear #eqnz,,,1.0, 
44078,ID_797810541389451264,RT @caity_petersonn: Tune in to One News. They are reporting on earthquake and tsunami warnings now. #eqnz #onenews,,,1.0, 
44083,ID_797811188797087744,RT @Admitonesin: #BREAKING St John is sending helicopters to North Canterbury as calls for help flood in #eqnz,North Canterbury,North Canterbury,1.0,Canterbury North
44084,ID_797811405927825408,.@nzpolice have unconfirmed reports a building has collapsed in Kaikoura yet to establish whether people are inside #eqnz,Kaikoura,Kai ##ko ##ura,0.0,Kaikoura
44086,ID_797812139763187712,@musenz first EQ was at midnight and went back to sleep but then tsunami sirens went off- check #eqnz,,,1.0, 
44087,ID_797812144771334144,"RT @WREMOinfo: For everyone else in Wellington (harbour, south coast): tsunami warning for the red zone; maps:  #eqnz",Wellington,Wellington,0.0,Wellington
44091,ID_797813020567056384,"RT @E2NZ: Mike Clements, NZ police, says obvious damage in places like Wellington, it would take time to check buildings #eqnz",NZ Wellington,NZ Wellington,0.0,NZ Wellington
44093,ID_797813114867617792,RT @SarahLibrarina: If youre on the east coast of #NZ and near the sea its time to move to higher ground #tsunami #eqnz,NZ,NZ,0.0,NZ
44096,ID_797813479985975296,"RT @ThomasMeadia: More damage along Leader Road, just inland of SH1 #eqnz",Leader Road,,1.0, 
44097,ID_797813733544304640,"RT @nkpnz: Damage to the buildings on Wakefield Street, Wellington. #eqnz @NZStuff",Wakefield Street Wellington,Street Wellington,0.3333333333333333,Street Wellington
44099,ID_797813862292537344,"Wow, just checking in on #eqnz reports and #tsunami warnings are coming in for all of nz, though mostly Chatham Islands, CHCH and WLGN.",CHCH Chatham Islands WLGN nz,n ##z Chatham Islands CH ##CH W ##L ##G,0.2,CHCH Chatham Islands WLG nz
44101,ID_797814517644214272,About 60 earthquakes in New Zealand since midnight. Tsunami and damage reported. Buildings collapsed and bridges too. Rail ilnes popped out,New Zealand,New Zealand,0.0,New Zealand
44103,ID_797814696145539072,Latest #eqnz #tsunami update Monday 14 November 2016 Update: 3.50am Christchurch Civil Defence and Emergency,Christchurch,Christchurch,0.0,Christchurch
44107,ID_797815200602673152,its about the size of it. Family down south are ok but evacuated to higher areas for safety. First big waves are already hitting,,,1.0, 
44109,ID_797815315681787904,RT @NZcivildefence: People on the east coast (including the Chatham Islands) close to the epicentre can expect waves of 3-5 metres. Move to,Chatham Islands,Chatham Islands,0.0,Chatham Islands
44112,ID_797815876141531136,Violent rattling and widespread damage seen across the country after quake hits.,,,1.0, 
44113,ID_797815896823631872,Earthquakes..tsunami warnings..multiple sirens going off.so hows your night been? ὣ4ὢ9 #NewZealand #earthquake,NewZealand,New ##Z ##eal ##and,0.0,NewZealand
44115,ID_797816093851013120,RT @Express_Pics: Homes destroyed and people evacuated as huge 7.8 earthquake rocks New Zealand:  #eqnz,New Zealand,New Zealand,0.0,New Zealand
44116,ID_797816210268131328,"RT @viralpoet: @hebehu @CanterburyEM so according to this Im in a tsunami zone and should evacuate . According to Selwyn council, Im not.",,,1.0, 
44118,ID_797816581677924352,"The tsunami threat is for the east coast of all New Zealand (including Christchurch, Wellington and the Chatham islands) #eqnz",Chatham islands Christchurch New Zealand Wellington,New Zealand Christchurch Wellington Chatham islands,0.3333333333333333,Chatham Christchurch New Zealand Wellington islands
44119,ID_797816638473023488,Tsunami warning at the entrance to the motorway in Wellingtons central city #EQNZ,Wellingtons,Wellington ##s,0.0,Wellingtons
44121,ID_797817465359060992,"RT @nzherald: Live: Night of earthquakes: Tsunami threat, warning of waves of up to 5m  #EQNZ",,,1.0, 
44124,ID_797817599128006656,RT @craigcook3: Entire NZ coastline under tsunami threat. MCDEM coordinating warnings say biggest waves yet to arrive and all beaches to be,NZ,NZ,0.0,NZ
44125,ID_797817619722031104,Massive earthquake in New Zealand tsunami warning I live close to the beach nothing will make this savage leave,New Zealand,New Zealand,0.0,New Zealand
44126,ID_797817863348350976,RT @StewartLundNZ: Major damage reports coming in from Christchurch and parts of Wellington. Power outages too. #eqnz,Christchurch Wellington,Christchurch Wellington,0.0,Christchurch Wellington
44128,ID_797818021842563072,RT @DailyMirror: Photos show huge cracks in roads near the earthquake’s epicentre  #eqnz,,,1.0, 
44131,ID_797818385530699776,"Residents move to higher ground, tsunami feared after magnitude 7.8 earthquake occurs near Christchurch, New Zealand",Christchurch New Zealand,Christchurch New Zealand,0.0,Christchurch New Zealand
44136,ID_797820054297423872,Good on @BizDojo in Wellington taking in #eqnz refugees. @asianewzealand #ybli,Wellington,Wellington,0.0,Wellington
44141,ID_797820960464244736,New Zealand is bad with earthquakes and tsunami.,New Zealand,New Zealand,0.0,New Zealand
44143,ID_797821400383787008,RT @NewshubNZ: North Canterbury residents are being urged to boil drinking water as a precaution  #eqnz,North Canterbury,North Canterbury,1.0,Canterbury North
44145,ID_797821844678021120,RT @DellMcLeod: #eqnz Topo Mouth Punawea and Tairei Mouth in Clutha being evacuated.,Clutha Punawea Tairei Mouth,P ##una ##we ##a Tai ##re ##i Mouth C ##lut ##ha,0.5,Clutha Mouth Punawea Tairei
44147,ID_797821993710034944,"Quake hits near Christchurch, New Zealand, triggering small tsunami: A tsunami warning has been issued  #dw",New Zealand,Christchurch New Zealand,0.5,Christchurch New Zealand
44150,ID_797822570586247168,RT @craigcook3: Reports of significant damage in Wellington suggests there will be some badly hit towns and villages closer to the epicentr,Wellington,Wellington,0.0,Wellington
44153,ID_797823043011825664,RT @HuffPostAU: #BREAKING: A tsunami has hit NZs northern coast on south island following 7.8 magnitude quake #eqnz,NZs,NZ ##s,0.0,NZs
44155,ID_797823420624936960,That said the 12.40am CDEM Media Alert National Advisory: No Tsunami Threat to New Zealand was unfortunate/  /2,New Zealand,New Zealand,0.0,New Zealand
44157,ID_797824209825083392,Evacuation centre in Christchurch @ Linwood College #eqnz,Christchurch Linwood College,Christchurch Lin ##wood College,0.6666666666666666,Christchurch College Linwood
44158,ID_797824363848269824,"Power out in Picton, Blenheim, Havelock. Damage across the Hurunui including chimneys down - on @radionz now #eqnz",Blenheim Havelock Hurunui,Pi ##cton B ##len ##heim Have ##lock Hu ##run ##ui,0.3333333333333333,Blenheim Havelock Hurunui Picton
44160,ID_797824892473221120,RT @NZcivildefence: People on the East Coast should move to higher ground - rest of NZ stay off beaches and away from the water. #eqnz,NZ,NZ,0.0,NZ
44161,ID_797824892498419712,#eqnz Gisborne Tsunami warning now lifted,Gisborne,G ##is ##borne,0.0,Gisborne
44163,ID_797825906479767552,"A powerful 7.8 magnitude earthquake has hit New Zealand, triggering tsunami warnings across the country  #eqnz",New Zealand,New Zealand,0.0,New Zealand
44164,ID_797825914608308224,RT @WREMOinfo: Tsunami warning still in place for red zone; maps:  #eqnz,,,1.0, 
44171,ID_797827759531651072,"RT @FoxNews: Powerful magnitude 7.8 earthquake strikes New Zealand, triggering tsunami  #FOXNewsWorld /",New Zealand,New Zealand,0.0,New Zealand
44172,ID_797827985885655040,RT @abcnews: STORY: Tsunami warning after magnitude-7.4 earthquake strikes near Christchurch in New Zealand #eqnz,Christchurch New Zealand,Christchurch New Zealand,0.0,Christchurch New Zealand
44173,ID_797828035466514432,RT @HeralddeParis: Search and rescue has begun #eqnz,,,1.0, 
44175,ID_797828490166943744,Cheviot Quake: Interislander Ferry unable to dock at Picton due to damage.  NZStuff #eqnz,Cheviot,Ch ##ev ##iot Pi ##cton,1.0,Cheviot Picton
44176,ID_797828724804571136,"Colin Young @RadioNZ is stuck in Rotherham Canterbury cannot get any further north due to damage, bluffs have come down + cracks in rd #eqnz",Canterbury Rotherham,Roth ##erham Canterbury,0.0,Canterbury Rotherham
44177,ID_797828789774356480,RT @BreakingNews: Magnitude 7.4 earthquake hits Canterbury region of New Zealands South Island - USGS,Canterbury New Zealands South Island,Canterbury New Zealand ##s,0.4,Canterbury New Zealands
44178,ID_797829270622052352,RT @ODN: New Zealands South Island is on tsunami warning after a series of large tremors hit the country.,New Zealands,New Zealand ##s,0.0,New Zealands
44181,ID_797830396490567680,Tsunami sirens still going in New Brighton #eqnz #tsunami,New Brighton,New Brighton,0.0,New Brighton
44182,ID_797830509938155520,"RT @gingergemmy: Man on @radionz, top of hill nr Kaikoura, 40 odd people up the hill. Crack in road, lot of damage to property, its a bit",Kaikoura,Kai ##ko ##ura,0.0,Kaikoura
44183,ID_797830681137061888,"Huuge earthquake in New Zealand, had to run up the hill because of a tsunami warning at 2am. Hope everyones ok.",New Zealand,New Zealand,0.0,New Zealand
44184,ID_797830717400956928,"Live updates: Tsunami threat for all NZ coast sparked by dozens of quakes, emergency services inundated.",NZ,NZ,0.0,NZ
