,text,location,raw_prediction,prediction,cleaned_text,WER
3070,"RT @thesoliva78: The sun rises over collapsed buildings following an earthquake in Amatrice, central Italy, 08/24/2016 #prayforItalyὤF",Amatrice Italy,Am ##at ##rice Italy,Amatrice prayforItalyὤF,RT The sun rises over collapsed buildings following an earthquake in Amatrice central Italy 08 24 2016 prayforItalyὤF,0.5
3071,RT @ROBZIK: Vatican firefighters sent by #PopeFrancis to join the rescue team in Central Italy shaken by the #earthquake #ItalyEarthquake,Italy,Italy,ItalyEarthquake,RT Vatican firefighters sent by PopeFrancis to join the rescue team in Central Italy shaken by the earthquake ItalyEarthquake,1.0
3072,I dont know if the number works outside Italy but if you want to help us this is the number. #ItalyEarthquake #Italy,Italy,Italy,ItalyEarthquake,I dont know if the number works outside Italy but if you want to help us this is the number ItalyEarthquake Italy,1.0
3073,Exhausting day in the job covering devastating #earthquake - destroyed town of Pescara Del Tronto #ItalyEarthquake,Pescara Del Tronto,P ##es ##car ##a Del T ##ron ##to,Del Tronto destroyed devastating,Exhausting day in the job covering devastating earthquake   destroyed town of Pescara Del Tronto ItalyEarthquake,1.0
3074,"@TheKelliGiddish Pls, cpuld ask the usa citizens on holiday in Italy to donate blood in our hospitals ? Thank you #ItalyEarthquake Tx",Italy,Italy,ItalyEarthquake,Pls cpuld ask the usa citizens on holiday in Italy to donate blood in our hospitals  Thank you ItalyEarthquake Tx,1.0
3075,More Than 120 Dead In Italy Earthquake As Towns Turned To Ruins ὢ2 #ItalyEarthquake,Italy,Italy,ItalyEarthquake,More Than 120 Dead In Italy Earthquake As Towns Turned To Ruins ὢ2 ItalyEarthquake,1.0
3076,"those wishing to donate goods to victims of #ItalyEarthquake,can do so at the following collection points in Rome",Rome,, ,,1.0
3077,"RT @IHSIndiana: How To Help Italy Earthquake Victims: 8 Ways To Donate Blood, Money And Goods For Relief  #ItalyEart",Italy,Italy,ItalyEart,RT How To Help Italy Earthquake Victims 8 Ways To Donate Blood Money And Goods For Relief ItalyEart,1.0
3078,"RT @tameryazar: a resident carries a pram among damaged buildings after the earthquake hit #Amatrice , #Italy ! #ItalyEarthquake",Amatrice Italy,Am ##at ##rice Italy,Amatrice ItalyEarthquake,RT a resident carries a pram among damaged buildings after the earthquake hit Amatrice  Italy  ItalyEarthquake,0.5
3079,"RT @RADIORMT: Amatrice - Italy, completely destroyed! #terremoto #PrayForItaly",Amatrice Italy,Am ##at ##rice Italy,Amatrice PrayForItaly,RT Amatrice   Italy completely destroyed terremoto PrayForItaly,0.5
3080,"RT @DoseOfTradley: My country, Italy, needs you today guys. Please text or call 45500 to donate, share this please.. #PrayForItaly",Italy,Italy,PrayForItaly,RT My country Italy needs you today guys Please text or call 45500 to donate share this please.. PrayForItaly,1.0
3081,• #ItalyEarthquake • The highest number of victims in #Rieti. #Amatrice is actually a ghost town. Death toll: 159. #earthquake #Italy,Amatrice Italy Rieti,R ##iet ##i Am ##at ##rice,Amatrice Rieti highest,• ItalyEarthquake • The highest number of victims in Rieti Amatrice is actually a ghost town Death toll 159 earthquake Italy,0.6666666666666666
3082,"UPDATE: Death toll rises to 159 after Italy quake, more than 360 injured. #ItalyEarthquake",Italy,Italy,ItalyEarthquake,UPDATE Death toll rises to 159 after Italy quake more than 360 injured ItalyEarthquake,1.0
3083,#BREAKING - Death toll to massive #earthquake in #Italy rises to 159 #ItalyEarthquake,Italy,Italy,ItalyEarthquake,BREAKING   Death toll to massive earthquake in Italy rises to 159 ItalyEarthquake,1.0
3084,"please donate at 45500, Italy needs your help too #PrayForItaly #donate #ItalyEarthquake",Italy,Italy,ItalyEarthquake,please donate at 45500 Italy needs your help too PrayForItaly donate ItalyEarthquake,1.0
3085,@RestingPlatypus please spread the world. Text to 45550 to donate €2 for the victims of the earthquake in Italy. Thank you.#ItalyEarthquake,Italy,Italy,youItalyEarthquake,please spread the world Text to 45550 to donate €2 for the victims of the earthquake in Italy Thank youItalyEarthquake,1.0
3086,"RT @SriLankaTweet: Italy earthquake: 159 Died, 368 injured. Many still buried. No Sri Lankans affected #PrayForItaly #Lka srilanka /",Italy srilanka,Italy s ##ril ##an ##ka,Italy Lankans srilanka,RT Italy earthquake 159 Died 368 injured Many still buried No Sri Lankans affected PrayForItaly Lka srilanka  ,0.5
3087,"RT @fedhere: How To Help Italy Earthquake Victims: 8 Ways to donate, if you are in Italy or abroad #terremoto #ItalyEarthquake",Italy,Italy Italy,ItalyEarthquake,RT How To Help Italy Earthquake Victims 8 Ways to donate if you are in Italy or abroad terremoto ItalyEarthquake,1.0
3088,RT @mshowdimascio: Help spread the word fellow Italian-Canadians. @LazioClubCanada doing their best to get relief going for #ItalyEarthquak,Canadians Italian,Italian,Italian,RT Help spread the word fellow Italian Canadians doing their best to get relief going for ItalyEarthquak,0.5
3089,"Please, #NightShift family,RT 2 help Italy after #ItalyEarthquake! Use Paypal/CreditCard:",Italy,Italy,ItalyEarthquake,Please NightShift familyRT 2 help Italy after ItalyEarthquake Use Paypal CreditCard,1.0
3090,"Death toll in Italy earthquake rises to 247, civil protection agency says (via @AP) #ItalyEarthquake #PrayforItaly",Italy,Italy,ItalyEarthquake,Death toll in Italy earthquake rises to 247 civil protection agency says via ItalyEarthquake PrayforItaly,1.0
3091,"The death toll of the #earthquake in Central Italy is 247, but a lot of people are still missing #ItalyEarthquake",Italy,Italy,ItalyEarthquake,The death toll of the earthquake in Central Italy is 247 but a lot of people are still missing ItalyEarthquake,1.0
3092,"Italy earthquake: 247 deaths, towns completely ruined #ItalyEarthquake #amatrice now @ilario82 on air @RaiNews",Italy,Italy ##at ##rice,Italy amatrice,Italy earthquake 247 deaths towns completely ruined ItalyEarthquake amatrice now on air,1.0
3093,RT @tiniskwerl: #ItalyEarthquake 3:30am 6mi #Norcia 247 Dead Same Intensity as 2009 #Italy #lAquila #Earthquake 308 Dead #Aftershock :,Italy Norcia,Nor ##cia Italy,ItalyEarthquake Norcia,RT ItalyEarthquake 330am 6mi Norcia 247 Dead Same Intensity as 2009 Italy lAquila Earthquake 308 Dead Aftershock ,0.5
3094,RT @ItalyinGeorgia: #ItalyEarthquake #Emergency #Number activated for people calling from outside #Italy. Call if in need.,Italy,Italy,ItalyEarthquake,RT ItalyEarthquake Emergency Number activated for people calling from outside Italy Call if in need,1.0
3095,RT @Rasa171a: #BreakingNews Saudi airstrike kills at least 5people In Saada #Yemen 8/24/2016 #PrayForItaly,Saada Saudi Yemen,Saudi Sa ##ada Yemen,Saada Yemen Saudi,RT BreakingNews Saudi airstrike kills at least 5people In Saada Yemen 8 24 2016 PrayForItaly,0.6666666666666666
3096,RT @Miawallace888: #Italieséisme #ItalyEarthquake Death Toll Climbs to 159 After Earthquake in Central Italy - ABC News -,Italy,Italy,ItalyEarthquake,RT Italieséisme ItalyEarthquake Death Toll Climbs to 159 After Earthquake in Central Italy   ABC News  ,1.0
3097,"@Madonna Here in Italy, an earthquake affected Lazio, Marche and Umbria. #PrayForItaly",Italy Lazio Marche Umbria,Italy La ##zio March ##e Um ##bria,Italy Lazio Umbria earthquake,Here in Italy an earthquake affected Lazio Marche and Umbria PrayForItaly,0.5
3098,Yesterday i went to bed and there were 169 victims. Today i woke up and the numbers is unbelievable. 247 victims. #ItalyEarthquake #Italy,Italy,, ,,1.0
3099,Please help!we need you! We are in emergency! I beg all my contacts from Italy and abroad to send us help in all way possible!#PrayForItaly,Italy,Italy,possiblePrayForItaly,Please helpwe need you We are in emergency I beg all my contacts from Italy and abroad to send us help in all way possiblePrayForItaly,1.0
3100,"Non-permanent balance: 247 deaths. A huge, unbearable massacre. #PrayForItaly #PrayingForItaly #TerremotoItalia #Italy #ItalyEarthquake",Italy,Italy,PrayingForItaly,Non permanent balance 247 deaths A huge unbearable massacre PrayForItaly PrayingForItaly TerremotoItalia Italy ItalyEarthquake,1.0
3101,"please, help us, share and donate. 45500 #italy #prayforitaly #terremoto #PrayingForItaly",italy,it ##aly,PrayingForItaly italy,please help us share and donate 45500 italy prayforitaly terremoto PrayingForItaly,1.0
3102,"The damages seen using a drone in #Amatrice ,#Italy #ItalyEarthquake #PraysForItaly #terremoto #TerremotoItalia",Amatrice Italy,Am ##at ##rice Italy,Amatrice ItalyEarthquake,The damages seen using a drone in Amatrice Italy ItalyEarthquake PraysForItaly terremoto TerremotoItalia,0.5
3103,RT @orderofmalta: #OrderofMalta activated a mobile unit assistance to aid those in #Amatrice #ItalyEarthquake,Amatrice,Am ##at ##rice,Amatrice activated,RT OrderofMalta activated a mobile unit assistance to aid those in Amatrice ItalyEarthquake,1.0
3104,"@JohannahDarling please send a message to (+39) 45500 to donate 2 euros, italy needs you #PrayForItaly",italy,it ##aly,PrayForItaly italy,please send a message to +39 45500 to donate 2 euros italy needs you PrayForItaly,1.0
3105,Fantastic initiative @MiBACT! Sun Aug 28 #Italy state museums ticket sales to be donated to #ItalyEarthquake relief!,Italy,Italy,ItalyEarthquake,Fantastic initiative Sun Aug 28 Italy state museums ticket sales to be donated to ItalyEarthquake relief,1.0
3106,RT @BlogRArmitage: How you can help the survivors of the powerful earthquake in Italy ✨✨✨✨✨ #ItalyEarthquake #Amatrice,Italy,Italy Am ##at,ItalyEarthquake Amatrice,RT How you can help the survivors of the powerful earthquake in Italy ✨✨✨✨✨ ItalyEarthquake Amatrice,2.0
3107,RT @DragosIonita: .@MAERomania confirms 3 more Romanian citizens are among the victims of #ItalyEarthquake. So far 5 Romanians are among th,Romanian Romanians,Romanian Romanian,Romanians,RT confirms 3 more Romanian citizens are among the victims of ItalyEarthquake So far 5 Romanians are among th,0.5
3108,"#PrayForItaly 241 dead from devastating earthquake: 11 from Accumoli, 184 from Amatrice, 46 from Arquata , and there is fear of more",Accumoli Amatrice Arquata,A ##cc ##um ##oli Am ##at ##rice A ##r ##qua ##ta,Accumoli PrayForItaly devastating,PrayForItaly 241 dead from devastating earthquake 11 from Accumoli 184 from Amatrice 46 from Arquata  and there is fear of more,0.6666666666666666
3109,RT @davidshukmanbbc: When an entire village collapsed. Shocking drone video of Pescara del Tronto. #ItalyEarthquake,Pescara del Tronto,P ##es ##car ##a del T ##ron ##to,Pescara RT Tronto collapsed,RT When an entire village collapsed Shocking drone video of Pescara del Tronto ItalyEarthquake,0.6666666666666666
3110,The emergency shelter provided in Arquata del Tronto; homes on the hill behind have collapsed #ItalyEarthquake,Arquata del Tronto,A ##r ##qua ##ta del T ##ron ##to,Arquata Tronto emergency,The emergency shelter provided in Arquata del Tronto homes on the hill behind have collapsed ItalyEarthquake,0.6666666666666666
3111,Girl pulled from rubble as Italy earthquake toll hits 252 #Amatrice #ItalyEarthquake #ItalyQuake,Italy,Italy Am ##at ##rice,Amatrice Italy,Girl pulled from rubble as Italy earthquake toll hits 252 Amatrice ItalyEarthquake ItalyQuake,1.0
3112,RT @Uldouz: 6 believed dead after 6.1 earthquake in central Italy #PrayforItaly ὤFἿC,Italy,Italy,PrayforItaly,RT 6 believed dead after 61 earthquake in central Italy PrayforItaly ὤFἿC,1.0
3113,"A gathering of food is currently going on in the Postal Office of #Cascia in Piazza San Francesco, 2 CAP 06043 Cascia (PG) #ItalyEarthquake",Cascia Piazza San Francesco,C ##as ##cia San Francesco C ##as ##cia,Cascia San,A gathering of food is currently going on in the Postal Office of Cascia in Piazza San Francesco 2 CAP 06043 Cascia PG ItalyEarthquake,0.5
3114,RT @TrendingReport: UPDATE: At Least 247 Dead as Earthquake Rocks Central Italy  #PrayForItaly,Italy,Italy,PrayForItaly,RT UPDATE At Least 247 Dead as Earthquake Rocks Central Italy PrayForItaly,1.0
3115,click for donations from outside Italy. Thank you. Rt. #terremoto #ItalyEarthquake #italianredcross #fundraiser,Italy,Italy,ItalyEarthquake,click for donations from outside Italy Thank you Rt terremoto ItalyEarthquake italianredcross fundraiser,1.0
3116,for donations from outside Italy. Can you RT please? Thank you. @KseniaSolo @sashaalexander #ItalyEarthquake,Italy,Italy,ItalyEarthquake,for donations from outside Italy Can you RT please Thank you ItalyEarthquake,1.0
3117,"@EnricaCarosella #ItalyEarthquake #Amatrice #Accumoli side, it destroyed everything and killed in a devastated way. This could not have been",Accumoli Amatrice,Am ##at ##rice A ##cc ##um ##oli,Amatrice Accumoli,ItalyEarthquake Amatrice Accumoli side it destroyed everything and killed in a devastated way This could not have been,1.0
3118,RT @alaskaHQ: Italy’s civil protection service says the death toll has reached 250. #ItalyEarthquake,Italy,Italy,ItalyEarthquake,RT Italy civil protection service says the death toll has reached 250 ItalyEarthquake,1.0
3119,"RT @reportedly: This is a collaborative map, showing all points in Italy where aid for #ItalyEarthquake is being collected.",Italy,Italy,ItalyEarthquake,RT This is a collaborative map showing all points in Italy where aid for ItalyEarthquake is being collected,1.0
3120,I know they need shoes and clothes for all and in particular for children in #Amatrice #Accumoli #ItalyEarthquake,Amatrice,Am ##at ##rice A ##cc ##um ##oli,Amatrice Accumoli,I know they need shoes and clothes for all and in particular for children in Amatrice Accumoli ItalyEarthquake,1.0
3121,RT @serthx: Men lost his newborn. #terremoto #ItalyEarthquake #Italy #PrayForItaly #Amatrice #pescaradeltronto,Italy,Italy ##at ##rice,Amatrice ItalyEarthquake,RT Men lost his newborn terremoto ItalyEarthquake Italy PrayForItaly Amatrice pescaradeltronto,2.0
3122,for donations from outside Italy. Pls #bsbsoldiers around the world RT. Thanks @backstreetboys #ItalyEarthquake,Italy,Italy,ItalyEarthquake,for donations from outside Italy Pls bsbsoldiers around the world RT Thanks ItalyEarthquake,1.0
3123,RT @BlogRArmitage: How to help victims of the Italy earthquake ✨✨✨✨✨ #ItalyEarthquake #Amatrice @CNNI,Amatrice Italy,Italy ##at ##rice,ItalyEarthquake Amatrice,RT How to help victims of the Italy earthquake ✨✨✨✨✨ ItalyEarthquake Amatrice,1.0
3124,RT @niaforg: Join #NIAF in supporting the victims of the #ItalyEarthquake -ALL proceeds go toward rebuilding stricken communities,NIAF,, ,,1.0
3125,"RT @Zeruyu: 6.2 magintude in Ueki, #Japan: 9 deaths. 6.2 magintude in Central #Italy: 250+ deaths. Italy needs better building codes! #Ita",Italy Japan Ueki,U ##ek ##i Japan Italy Italy,Italy Japan Ueki magintude,RT 62 magintude in Ueki Japan 9 deaths 62 magintude in Central Italy 250+ deaths Italy needs better building codes Ita,0.3333333333333333
3126,RT @RDianelove: #Amatrice #Italy #PrayForItaly #Earthquake death toll rises to 247 ppl:,Italy,Am ##at ##rice Italy,Amatrice PrayForItaly,RT Amatrice Italy PrayForItaly Earthquake death toll rises to 247 ppl,2.0
3127,"RT @love4smoldy: Also check out how to help the victims in Italy,you can donate to the Italian red cross at ❤️",Italy,Italy,Italyyou,RT Also check out how to help the victims in Italyyou can donate to the Italian red cross at ❤️,1.0
3128,Hopes Dim for Survivors of Italy Quake; Death Toll Stands at 267 #ItalyEarthquake,Italy,Italy,ItalyEarthquake,Hopes Dim for Survivors of Italy Quake Death Toll Stands at 267 ItalyEarthquake,1.0
3129,"to assist in rescue and relief operations, in coordination with Italy’s Civilian Protection agency. #ItalyEarthquake",Italy,Italy,ItalyEarthquake,to assist in rescue and relief operations in coordination with Italy Civilian Protection agency ItalyEarthquake,1.0
3130,RT @SiasRasp: How to Help Victims of the Earthquake in Italy #PrayForItaly,Italy,Italy,PrayForItaly,RT How to Help Victims of the Earthquake in Italy PrayForItaly,1.0
3131,RT @SkyNewsAust: The death toll from the #ItalyEarthquake has risen to 267 #Italy #ItalyQuake,Italy,Italy,ItalyEarthquake,RT The death toll from the ItalyEarthquake has risen to 267 Italy ItalyQuake,1.0
