words,labels
MexicoCityEarthquake Rescue Dog who has saved 52 lives launches into searching rubble for trapped victims,O O O O O O O O O O O O O O O
Our team at VIVA is going distribute items to the people affected by the quake in Mexico Please share DM for Q A,O O O O O O O O O O O O O O O O U-COUNTRY O O O O O O
RT najjar_samaan OCA Diocese of Mexico assessing earthquake damage in parishes missions A Russian Orthodox Church Website,O O O O O U-COUNTRY O O O O O O O O O O O
HSI_Mexico is rushing to help animals after the earthquake Pls donate to our international disaster relief fund,O O O O O O O O O O O O O O O O O
RT johnlundin Still another earthquake strikes Mexico coast Sunday just days after quake in capital kills more than 300,O O O O O O U-COUNTRY O O O O O O O O O O O O
RT timthomas If you d like to donate to the MexicoEarthquake and see your funds go directly to relief please consider this fund,O O O O O O O O O O O O O O O O O O O O O O O
RT TurfgrassZealot Please look at this A Turfhead in need,O O O O O O O O O O
Officials still do not have contact with 9 of 78 municipalities after Hurricane Maria damaged the island 2150BR,O O O O O O O O O O O O O O O O O O
RT Poynter Verificado19S is using user generated content to fact check earthquake damage reports around Mexico City,O O O O O O O O O O O O O O O U-CITY O
LACo_FD LACoFDPIO searchdogfdn Noses are also for saying hello A 8 dog Tanker greets 2 D dog Maxim Both are working on MexicoEarthquake FuerzaMéxico response efforts,O O O O O O O O O O O O O O O O O O O O O O O O O O
RT KaysenHarlow Did we forget these are American civilians Where is their aid,O O O O O O O U-CONTINENT O O O O O
REWIND Rescuers rescue a girl trapped in the rubble of her earthquake collapsed school in Mexico FOX35,O O O O O O O O O O O O O O O U-COUNTRY O
Lets not forget them or the US Virgin Island while Trumpet tweets nonsense these folks need help,O O O O O O U-ISLAND U-ISLAND U-ISLAND O O O O O O O O
Ey JustinThomas34 you could help with something for earthquake victims in Mexico PGATOUR,O O O O O O O O O O O U-COUNTRY O
Last week s 7 1 magnitude earthquake seriously damaged at least 3 000 buildings in Mexico City,O O O O O O O O O O O O O O O U-CITY U-CITY
Puerto Rico Our countrymen need our help Tweet your representative to send aid ASAP More urgent than NFL HurricaneMaria PuertoRico,U-ISLAND U-ISLAND O O O O O O O O O O O O O O O O O U-ISLAND
Death toll so far by state MexicoEarthquake CDMX 182 Morelos 73 Puebla 45 EdoMex 13 Guerrero 6 Oaxaca 1 FuerzaMexico,O O O O O O O U-STATE O U-STATE O U-STATE O U-STATE O U-STATE O U-STATE O O
RT maria_delafnt Donate Check 2 D mexiconeedsYOU GraciasDiego Ὁ5,O O O O O O O O O
RT YuriYurisky Powerful Photos Show Catastrophic Damage and Daring Rescues in Aftermath of Mexico Earthquake,O O O O O O O O O O O O O U-COUNTRY O
RT TimesofIsrael Body of rabbi pulled from Mexico s earthquake rubble,O O O O O O O U-COUNTRY O O O
RT SayItAintParis Hurricane Maria plunged the already pummeled Puerto Rico into total darkness Im at Puerto Rican parade in Philly http,O O O O O O O O U-ISLAND U-ISLAND O O O O O U-ISLAND O O O O O
Hurricane Maria an Increasing Threat to Brush NC VA Tidewater With Winds Rain Coastal Flooding Tropical Storm Storm Surge Watches Issue,O O O O O O O U-STATE U-STATE O O O O O O O O O O O O
More than 8 000 homes destroyed in PuertoRicos Aguada by HurricaneMaria town is devastated says mayor,O O O O O O O U-ISLAND O O O O O O O O
We urge you to donate to Fund_CarlosSlim to help rescuing and reconstruction efforts in Mexico after the earthquake MexicoEarthquakeRelief,O O O O O O O O O O O O O O U-COUNTRY O O O O
RT billboard Mana donates 200 000 to Mexico earthquake fund Heres how you can donate,O O O O O O O U-COUNTRY O O O O O O O
RT sdut Mexico earthquake How to help victims rescue efforts now,O O U-COUNTRY O O O O O O O O
RT diazbriseno Amidst applause Canadas rescue team arrives in Mexico City Airport on Saturday earthquake CASDDA via Notimex,O O O O O O O O O U-HUMAN-MADE U-HUMAN-MADE U-HUMAN-MADE O O O O O O
DoggoDating Can you tell me where or how can I find this gif Mexico loves the help from the k9 brigade after the earthquake this gif will bring smiles,O O O O O O O O O O O O O U-COUNTRY O O O O O O O O O O O O O O O
RT HNSMX Totalbiscuit Frida a better picture The hero who saved many lives from Earthquake rubble in Mexico City,O O O O O O O O O O O O O O O O O U-CITY U-CITY
Theyre running out of food and drinking water desperately need medical supplies Fresh food Clean clothes Prescription meds,O O O O O O O O O O O O O O O O O O
Why are people in the rescue effort after Mexicos earthquake raising their fists PuñosArriba,O O O O O O O O U-COUNTRY O O O O O
RT alexxdlr Raising money for my mom She lost everything in the hurricanemaria Arecibo If you can t donate please RT RT,O O O O O O O O O O O O O U-CITY O O O O O O O O
Incredible images of the NWSSanJuan WSR 88D weather radar destroyed by Maria What it should look like,O O O O O O O O O O O O O O O O O
They need help in PuertoRico not wishes They need food supplies electricity Hint They are Americans not some foreign friends ὢ1ὢ1ὢ1,O O O O U-ISLAND O O O O O O O O O O O O O O O O
RT jbrownedianis Help is needed PuertoRico,O O O O O U-ISLAND
RT gary_coronado An entire block of homes destroyed by MexicoEarthquake in the small town of Jojutla Morelos latimesphotos,O O O O O O O O O O O O O O O U-CITY U-STATE O
One plane with Hurricane Maria evacuees lands in Shreveport more to come,O O O O O O O O U-CITY O O O
Millions of Americans in Puerto Rico need help in the wake of HurricaneMaria Time for President Trump to focus on them and send support,O O O O U-ISLAND U-ISLAND O O O O O O O O O O O O O O O O O O
RT NewsHour Mexico s government said Sunday that 318 people died from last weeks major earthquake,O O U-COUNTRY O O O O O O O O O O O O O
RT CrnchyMama Why has POTUS not sent help No photo op fly in 2 see damage 1st hand pretend 2 load supplies on truck SAD,O O O O O O O O O O O O O O O O O O O O O O O O O
Archdiocese of Mexico says more than 150 religious temples were damaged during deadly magnitude 7 1 earthquake,O O U-COUNTRY O O O O O O O O O O O O O O
RT abcnews Small dog rescued from rubble six days after deadly Mexico earthquake Photo Reuters,O O O O O O O O O O O U-COUNTRY O O O
RT ASE One of San Juans most touristic neighborhoods still flooded days after HurricaneMaria,O O O O U-CITY U-CITY O O O O O O O O
Our IFAW team is currently mobilizing in Mexico City to aid in earthquake relief efforts Stay tuned for updates These animals need us,O O O O O O O U-CITY U-CITY O O O O O O O O O O O O O O
Awesome Rescue Dog Has Rescued 52 Lives From The Earthquake in Mexico wordsnquotes culturenlifestyle,O O O O O O O O O O O U-COUNTRY O O
An unknown of garment workers died in this factory in Mexicos 7 1 earthquake Those who are invisible in life are also invisible in death,O O O O O O O O O O U-COUNTRY O O O O O O O O O O O O O O
These are AMERICANS being ignored by their government in their time of need Where is the aid realDonaldTrump PuertoRico HurricaneMaria,O O O O O O O O O O O O O O O O O O U-ISLAND O
RT NatGeo Todays quake in Mexico comes exactly 32 years after a massive earthquake left thousands dead in 1985,O O O O O U-COUNTRY O O O O O O O O O O O O O
Devastating for our American brothers sisters in Puerto Rico It is difficult to fathom the damage or challenge of no power for months,O O O O O O O U-ISLAND U-ISLAND O O O O O O O O O O O O O O
Hello ὂ5 GOT7 Mexico wants to help people who are suffering for the earthquake on September 19th so were doing this project Please share,O O O U-COUNTRY O O O O O O O O O O O O O O O O O O O O
RT 9GAG Frida The Good Doggo Rescued 52 People So Far in Mexicos Earthquake,O O O O O O O O O O O O U-COUNTRY O
RT DeborahDupre Meet Frida rescue dog finding MexicanEarthquake survivors,O O O O O O O O O
Folks pay attention to whats happening to fellow American citizens in Puerto Rico Congress needs to act soon to provide relief funding,O O O O O O O O O O O U-ISLAND U-ISLAND O O O O O O O O O
RT altHouseScience If NAICobservatory is going to be used in future astronomy research damage from Maria will need to be repaired http,O O O O O O O O O O O O O O O O O O O O O O
RT Spotify Lets help those affected by the Mexico earthquake ᾑD Donate here,O O O O O O O O U-COUNTRY O O O O
RT sotomayor2020 pleaded with their governor for things they need most drinking water prescription drugs gas oxygen satphones htt,O O O O O O O O O O O O O O O O O O O
RT kristincasper Thank you greenpeacemx for your earthquake relief efforts MexicoEarthquake,O O O O O O O O O O O
kobebryant you were going to help for a good cause in Puerto Rico w The Autism Training Center but we need help now with Hurricane Maria,O O O O O O O O O O O U-ISLAND U-ISLAND O O O O O O O O O O O O O
Today the Mexican Navy and usairforce worked together to unload humanitarian supplies from a Travis60AMW C 17 in Mexico Mexicoearthquake,O O O O O O O O O O O O O O O O O O O O
Hurricane Maria destroyed crops and livestock knocking out about 80 of its crops,O O O O O O O O O O O O O
RT USCGSoutheast USCG Cutter Forward brings supplies and assistance to Puerto Rico following HurricaneMaria,O O O O O O O O O O U-ISLAND U-ISLAND O O
Mayor of Hatillo in the northwest said hundreds and hundreds of homes obliterated Its catastrophic he said,O O U-CITY O O O O O O O O O O O O O O
Footage of our sister Jamillah Muhammad team delivering donations to our indigenous ppl in Jojutla Tlaquiltenango ἿE MexicoEarthquake,O O O O O O O O O O O O O O U-CITY U-CITY O O
Earthquake aftershocks rock Mexico over 300 killed Photos of damage here Meanwhile Tropical Storm Pilar forms,O O O U-COUNTRY O O O O O O O O O O O O
RT LiatWexelman Israeli aid to MexicoEarthquake IDFaidtoMEX Ὠ1ἰEὙ2 IDFSpokesperson IsraelinMexico,O O O O O O O O O O
RT benghand Israeli rescue team applauded in the streets of Mexico aiding in the search for survivors following earthquake,O O O O O O O O O O U-COUNTRY O O O O O O O O
Puerto Rico isnt Trumps Katrina Puerto Rico is Trumps Puerto Rico Heres where you can donate,U-ISLAND U-ISLAND O O O U-ISLAND U-ISLAND O O U-ISLAND U-ISLAND O O O O O
RT brettmgoldberg Puerto Rico is the only current topic 45 should be talking about Devastating damage,O O U-ISLAND U-ISLAND O O O O O O O O O O O O
jk_rowling Thank you for your kind support donation to our emergency appeal helping those suffering in Mexico after the earthquake Soph,O O O O O O O O O O O O O O O O U-COUNTRY O O O O
On rebuilding relief efforts following HurricaneIrma HurricaneMarias devastation DHL DHLGoHelp Irma,O O O O O O O O O O O
RT RedTRaccoon Please dont forget that American citizens are in desperate need of help How to Help Victims of Hurricane Maria,O O O O O O O O O O O O O O O O O O O O O
RT bridawson Amidst a shortage of water and electricity in Puerto Rico that could span up to a year 80 of crops were lost too,O O O O O O O O O O U-ISLAND U-ISLAND O O O O O O O O O O O O O
RT prz_daily Went through a cleaning spell and decided to donate almost 1 3rd of my old clothes to send to HurricaneMaria and Hurricane,O O O O O O O O O O O O O O O O O O O O O O O O
RT BuzzFeedNews Agencies are seeking donations for those affected by Hurricane Maria as well as food water and medical supplies,O O O O O O O O O O O O O O O O O O O O
RT psskow I reported for CityLab on architects and engineers volunteering to assess hundreds of damaged building across CDMX,O O O O O O O O O O O O O O O O O O U-CITY
Puerto Rican players across MLB search for ways to help after Hurricane Maria devastates the island,U-ISLAND U-ISLAND O O O O O O O O O O O O O O
RT NWSKansasCity This NWS doppler radar in Puerto Rico was completely destroyed by Hurricane Maria,O O O O O O O U-ISLAND U-ISLAND O O O O O O
RT IMissMyPencils My girlfriend bought 50 worth of goods for the victims of the Mexico City earthquake ὠDὠDὠD FuerzaMexico,O O O O O O O O O O O O O O U-CITY U-CITY O O O
RT telesurenglish More fatalities At least 35 people now known to have died as Hurricane Maria ripped through the Caribbean,O O O O O O O O O O O O O O O O O O O O
Marianas Supermarket raised thousands of dollars and collected supplies for MexicoEarthquake victims AdamHerbets,O O O O O O O O O O O O O
7 awwww cute This is Frida she has saved 52 people so far in Mexico s Earthquake Source,O O O O O O O O O O O O O O U-COUNTRY O O O
New York Expands Relief Efforts for Puerto Rico After Hurricane Maria via NYTimes,U-STATE U-STATE O O O O U-ISLAND U-ISLAND O O O O O
RT EQTW THE TSUNAMI THREAT FROM THE 8 2 MAGNITUDE EARTHQUAKE NEAR CHIAPAS MEXICO HAS NOW OFFICIALLY PASSED,O O O O O O O O O O O O U-STATE U-COUNTRY O O O O
TUSK81 erinbiba Please RT I donated to Puerto Rican relief through portal here While waiting for government to act we must,O O O O O O O U-ISLAND U-ISLAND O O O O O O O O O O O O
ArizonaMugshots azfamily Phoenix restaurant steps up to help Hurricane Maria victims in Puerto Rico,O O U-CITY O O O O O O O O O U-ISLAND U-ISLAND
Contribute to MexicoEarthquake Recovery Fund to support medium and long term rebuilding needs,O O O O O O O O O O O O O
Taiwan pledges US 100 000 toward Mexico earthquake relief efforts,U-COUNTRY O O O O O U-COUNTRY O O O
PuertoRicoDePie please help me help my hometown,O O O O O O O
We lost our office in the earthquake of Mexico City Any contact to produccion artemecanica com,O O O O O O O O U-CITY U-CITY O O O O O O
My friend and cnn photographer mykeving spotted the famous Mexican rescue dog Frida today mexico earthquake,O O O O O O O O O O O O O O U-COUNTRY O
RT SputnikInt Number of victims from HurricaneMaria in Dominica reaches 30,O O O O O O O O U-COUNTRY O O
Peace Index Deadly Mexico earthquake leaves more than 250 dead,O O O U-COUNTRY O O O O O O
Crews from IN Task Force One arriving in Puerto Rico yesterday At 4 43 Ill explain how theyll be helping victims of Hurricane Maria,O O O O O O O O U-ISLAND U-ISLAND O O O O O O O O O O O O O O
3 30 am Rescue teams work on rubble of 6 story office building toppled by the Mexico City earthquake on Tuesday 40 victims missing here,O O O O O O O O O O O O O O O O U-CITY U-CITY O O O O O O O
Dominica residents stay optimistic after Hurricane Maria destroyed homes and cut off supplies on the tiny island,U-COUNTRY O O O O O O O O O O O O O O O O
Here s how you can help hurricane victims in PuertoRico List of FDNY stations collecting donations below,O O O O O O O O O U-ISLAND O O O O O O O
RT WRAL New story Mandatory evacuation issued for Ocracoke Island ahead of Hurricane Maria wral,O O O O O O O O U-ISLAND U-ISLAND O O O O O
RT NUJScotland2 The Government of Dominica desperately needs your support Help the people affected by Hurricane Maria,O O O O O U-ISLAND O O O O O O O O O O O
