tweet_id,text,location_mentions,text_transformed
ID_909438000093908993,"Data from hurricanes destruction indicate higher building codes prevent damage, injuries. Maybe wouldve saved friends life during Andrew",,data from hurricane destruction indicate high building code prevent damage injury maybe wouldve save friend life during andrew
ID_905980525097168896,Absolutely great idea by  Climate change is real and its already causing enormous damage. Pretending otherwise is insane.,,absolutely great idea by climate change be real and its already cause enormous damage pretend otherwise be insane
ID_906633169054482432,"hits Cuba, 1.1m people have sought shelter, were working with Cuban authorities to mitigate damage:",Cuba=>COUNTRY * Cuban=>COUNTRY,hit cuba 1.1 m person have seek shelter be work with cuban authority to mitigate damage
ID_909449877108731904,People died because of greed. Corporations are sacrificing lives to the next quarters earnings. Irma,,person die because of greed corporation be sacrifice life to the next quarter earnings irma
ID_905548047987474432,"14 Dec 1287 St. Lucias flood affected Netherlands & Germany, killing more than 50,000 people in 1/ the most destructive floods in history",Netherlands=>COUNTRY * Germany=>COUNTRY,14 december 1287 st. lucias flood affect netherlands & germany kill more than 50000 person in 1 / the most destructive flood in history
ID_909478486183727104,RT : Packing up the loot from the ladies in Barbuda displaced by Hurricane Irma,Barbuda=>ISLAND,rt pack up the loot from the lady in barbuda displace by hurricane irma
ID_908558081197355008,Save lives with  by giving hungry children nutritious food in wake of    aid campaign,,save life with by give hungry child nutritious food in wake of aid campaign
ID_905714605418303488,Irma death toll rises to eight as monster storm barrels towards Florida:  - Just In Latest,Florida=>STATE,irma death toll rise to eight as monster storm barrel towards florida just in latest
ID_907319762946068482,A team from Rocky Mountain Power rolled out early yesterday to help  get the lights back on after Hurricane Irma.,,a team from rocky mountain power roll out early yesterday to help get the light back on after hurricane irma
ID_909374292252610560,It breaks my heart  to see the catastrophic damage Hurricane Irma has caused. Our office is accepting donations to help those in Key West.,Key West=>CITY,it break my heart to see the catastrophic damage hurricane irma have cause our office be accept donation to help that in key west
ID_908571295960272896,Check out Corryns Tweet!! The need HELP!!,,check out corryn tweet !! the need help !!
ID_909052014092414977,if youre in fl can you please help my friends please freespiritrescue Florida irma animals,Florida=>STATE,if your in fluid can you please help my friend please freespiritrescue florida irma animal
ID_909386839718494208,Ex-FEMA Head Michael Brown: Irmas Damage Belies Human Costs,,ex-fema head michael brown irmas damage belie human cost
ID_909080755954966528,LITechNews: Evacuees jam Floridas I-95 fleeing Hurricane Irma Hurricane,Florida=>STATE,litechnews evacuees jam floridas i 95 flee hurricane irma hurricane
ID_906026229983100928,Theyre evacuating areas vulnerable to 7-10 ft of storm surge. Sea levels may rise 7-10 ft permanently. Now do you get climate risk? Irma,,they be evacuate area vulnerable to 7 10 ft of storm surge sea level may rise 7 10 ft permanently now do you get climate risk ? irma
ID_908033572044464128,"gave a MILLION of his own cash to flood victims. Any report about this donation. When, to whom, from where?",,give a million of his own cash to flood victim any report about this donation when to whom from where ?
ID_905679861829722112,"RT : Category 5 storm Irma has killed at least 6 on French island of Saint-Martin, as the hurricane moves towards Florida :",Saint-Martin=>ISLAND * Florida=>STATE,rt category 5 storm irma have kill at least 6 on french island of saint martin as the hurricane move towards florida
ID_907514403226050565,Man adopted a shelter kitty so they could evacuate from Hurricane Irma together. See full story & updates:,,man adopt a shelter kitty so they could evacuate from hurricane irma together see full story & update
ID_906239106895794176,PHOTOS: Aircraft from the USS Wasp was in the U.S. Virgin Islands evacuating critically injured patients,USS=>COUNTRY * U.S.=>COUNTRY,photo aircraft from the uss wasp be in the u.s. virgin island evacuate critically injure patient
ID_908618158713573378,Hurricane Irma debris: How to make sure your county picks up your stuff.  reports on GMTB,,hurricane irma debris how to make sure your county pick up your stuff report on gmtb
ID_906214260535111680,"Hurricane Matthew damage forgotten in Washington as Harvey, Irma take their toll -  ncga ncpol ncgov",Washington=>STATE,hurricane matthew damage forget in washington as harvey irma take their toll ncga ncpol ncgov
ID_905716028528771072,RT : Hurricane Irma destroyed nearly every building on the island of Barbuda,Barbuda=>ISLAND,rt hurricane irma destroy nearly every building on the island of barbuda
ID_907782136505290752,"Your post-storm update: Charleston assesses Irmas damage, starts to recover from incredible flooding  chsnews",Charleston=>CITY,your post storm update charleston assess irmas damage start to recover from incredible flooding chsnew
ID_908822246617174021,Please help us in our efforts to aid neighboring South Florida communit,South Florida=>STATE,please help we in our effort to aid neighbor south florida communit
ID_908859652577873921,Morning light is revealing some of the damage Irma caused in Naples. This is near/at the airport.,Naples=>CITY,morning light be reveal some of the damage irma cause in naples this be near / at the airport
ID_908686873677172737,Free Hot Food at Miami Senior High,Miami=>STATE,free hot food at miami senior high
ID_906856091090395136,"Early effects of Irma in South Florida, flooding, trees down, estimated 150K w/o power. Hurricane force winds of 83 mph in Key West fox35",South Florida=>STATE,early effect of irma in south florida flooding tree down estimate 150 thousand without power hurricane force wind of 83 mph in key west fox35
ID_907658948756590592,BREAKING   activates CUAid fund for hurricaneirma2017 creditunion victims. Please donate:,,breaking activate cuaid fund for hurricaneirma2017 creditunion victim please donate
ID_906389643859337216,"NuStars St. Eustatius terminal damaged by Irma, no restart date set. Read more:  $NS",,nustar st. eustatius terminal damage by irma no restart date set read more $ ns
ID_907994690124881920,"BREAKING: At Least 5 Dead At Hollywood, Florida Nursing Home After Hurricane Irma",Hollywood=>CITY * Florida=>STATE,breaking at least 5 dead at hollywood florida nursing home after hurricane irma
ID_905625536671748096,Hurricane Irma: Duval County evacuation zones,Duval County=>COUNTY,hurricane irma duval county evacuation zone
ID_909036202497576960,. is working with multiple volunteer partners to coordinate and deploy volunteers to assist with  relief efforts,,be work with multiple volunteer partner to coordinate and deploy volunteer to assist with relief effort
ID_908345896382988288,Light water damage is something to keep an eye out for when shopping for used cars now,,light water damage be something to keep a eye out for when shopping for use car now
ID_906372674749902848,Just received an urgent request from  for help with Harvey and Irma! Go to  for information. Blessings!,,just receive a urgent request from for help with harvey and irma ! go to for information blessing !
ID_908145696884379648,and  should put together a cruise of volunteers 2 the islands affected by Irma 2 help aid in cleanup efforts.,,and should put together a cruise of volunteer 2 the island affect by irma 2 help aid in cleanup effort
ID_905674535709532160,Get all of the details on Atlanta Motor Speedway and Talladega Superspeedways shelter for Hurricane Irma evacuees.,Atlanta=>CITY * Talladega=>CITY,get all of the detail on atlanta motor speedway and talladega superspeedways shelter for hurricane irma evacuee
ID_907807883735085056,Kristen Bells Irma relief efforts will thaw your frozen heart,,kristen bells irma relief effort will thaw your freeze heart
ID_906347985478590464,Approximately 134 soldiers & 40 trucks left Cape May armory this morning for Florida to assist with Irma.,Florida=>STATE,approximately 134 soldier & 40 truck leave cape may armory this morning for florida to assist with irma
ID_908358743401824256,Gov. Deal on Irma damage in Georgia: Its everywhere,Georgia=>STATE,gov. deal on irma damage in georgia its everywhere
ID_908372553558786048,Georgia emergency food stamp benefits replacement post-Irma Heres what you need to know>>>,Georgia=>STATE,georgia emergency food stamp benefit replacement post irma heres what you need to know >>>
ID_905430497039351808,How can we worry about DACA when we have Hundreds of our own displaced bc of,,how can we worry about daca when we have hundred of our own displace bc of
ID_908872281270648832,"When  visited Irma relief volunteers, they laid hands on him and prayed. Report:",,when visit irma relief volunteer they lay hand on he and pray report
ID_908958149201166337,Insurers begin taking stock of Hurricane Irmas damage,,insurer begin take stock of hurricane irmas damage
ID_907963617051594753,"Rescueeeeee dogggggggs!!!!! Especially after Irma. if you cant rescue, I encourage you to donate cat food,",,rescueeeeee doggggggg !!!!! especially after irma if you can not rescue i encourage you to donate cat food
ID_908397269719928832,"The distribution of food + water at Trop today for Hurricane Irma victims will run from 5-6:30. Rays staff, SP Mayor Kriseman will be there",,the distribution of food + water at trop today for hurricane irma victim will run from 5 6:30 ray staff sp mayor kriseman will be there
ID_908312418526384128,A team of public health nurses are heading to Florida today to assist victims of Hurricane Irma. They will be gone for 2 weeks.,Florida=>STATE,a team of public health nurse be head to florida today to assist victim of hurricane irma they will be go for 2 week
